	id	Area	Population	Per_capita_personal_income
1631	37137	Pamlico, NC	0.0925482924103522	0.0813988645286309
1632	28107	Panola, MS	0.089956466634985	0.0763888128755461
1633	48365	Panola, TX	0.0646946219211998	0.0485971139374475
1634	18121	Parke, IN	0.0787116700829907	0.068759812017233
1635	48367	Parker, TX	0.0223194186916438	0.0149589570277612
1636	12101	Pasco, FL	0.097153379718526	0.0694805605750463
1637	37139	Pasquotank, NC	0.097293554003177	0.0866501897093915
1638	34031	Passaic, NJ	0.0899219381423197	0.0906581303665396
1639	51141	Patrick, VA	0.0987815789312517	0.0934239512478311
1640	13223	Paulding, GA	0.102793420109305	0.0884490992629597
1641	39125	Paulding, OH	0.070794441836077	0.0582603714983059
1642	20145	Pawnee, KS	0.0185209851248417	0.0124907679662056
1643	31133	Pawnee, NE	0.057035875676599	0.0454176811058332
1644	40117	Pawnee, OK	0.046428128176955	0.0365320132659629
1645	40119	Payne, OK	0.0477884759417028	0.0377163762857327
1646	13225	Peach, GA	0.11753839791398	0.0854724131845122
1647	38067	Pembina, ND	0.0415749829021158	0.0371131396161756
1648	29155	Pemiscot, MO	0.0824037453054109	0.0712718910838962
1649	37141	Pender, NC	0.089589673413561	0.076348077129465
1650	21191	Pendleton, KY	0.0779637286637615	0.0668959921669587
1651	54071	Pendleton, WV	0.0869959501291907	0.078087477802835
1652	27113	Pennington, MN	0.0453356781892598	0.0415000599478532
1653	23019	Penobscot, ME	0.0814457787443345	0.0801446206273602
1654	17143	Peoria, IL	0.0691626262277584	0.0591078900645773
1655	55091	Pepin, WI	0.0602102658918639	0.0526910462666918
1656	37143	Perquimans, NC	0.103283546861203	0.093540494853417
